name,type,district,status,total_coverage,unique_coverage,overlap_coverage,overlap_pct
Mbera,Health Centre,Balaka,Functional,19291.09720134735,16133.352588653564,3157.7446126937866,16.36892178674648
Mbingwa,Health Centre,Dowa,Functional,19035.27787256241,14832.24212884903,4203.035743713379,22.080243702518608
kwaMbiza,Health Centre,Mulanje,Functional,42139.87895822525,6062.869114637375,36077.009843587875,85.61251416823549
Mboma,Unclassified,Thyolo,Functional,44224.61520767212,0.0,44224.61520767212,100.0
Mbonechera,Dispensary,Machinga,Functional,20131.183775424957,2100.134603023529,18031.04917240143,89.56775405534145
Mbulumbuzi,Health Centre,Chiradzulu,Functional,36396.85213589668,5713.4582352638245,30683.39390063286,84.30232863564352
Germa Private clinic,Clinic,Thyolo,Non-functional,75153.04218995571,0.0,75153.04218995571,100.0
Mbwatalika,Health Centre,Lilongwe,Functional,33141.65605545044,17311.63753604889,15830.01851940155,47.764717891332296
Mchacha James,Health Post,Nsanje,Functional,3519.0432543754578,0.0,3519.0432543754578,100.0
Mchenga,Clinic,Rumphi,Functional,6319.80562210083,582.5766253471375,5737.228996753693,90.78173190469934
Mchenga Private Clinic,Clinic,Kasungu,Non-functional,23244.23146057129,0.0,23244.23146057129,100.0
Mchima,Health Post,Thyolo,Non-functional,38705.060451984406,3531.96346783638,35173.096984148026,90.87467264850817
Mchina,Health Post,Chitipa,Functional,1964.0860738754272,1647.881185054779,316.2048888206482,16.09933968915782
Mchinji,District Hospital,Mchinji,Functional,43190.828943014145,0.0,43190.828943014145,100.0
Mchoka,Health Centre,Salima,Functional,31876.24396419525,27846.553864002228,4029.6901001930237,12.641671662192516
Mdeka,Health Centre,Blantyre,Functional,19778.950207710266,19339.780712604523,439.1694951057434,2.2203882940892665
Mdeza,Clinic,Dedza,Functional,28584.965000867844,1475.6491889953613,27109.315811872482,94.83767361985379
Mdunga,Health Centre,Kasungu,Functional,18131.899982452393,14351.955825805664,3779.9441566467285,20.846928122838012
Masm,Clinic,Lilongwe,Non-functional,326057.0470220987,0.0,326057.0470220987,100.0
City Health Clinic,Clinic,Blantyre,Functional,422035.6612660587,0.0,422035.6612660587,100.0
Melbooh,Clinic,Mangochi,Non-functional,27770.581023693085,141.9684314727783,27628.612592220306,99.48878119852208
Merit Clinic,Clinic,Blantyre,Functional,356855.4332331121,0.0,356855.4332331121,100.0
Mfera,Health Centre,Chikwawa,Functional,30615.12959945202,4707.496304035187,25907.633295416832,84.62362771079222
Mganja,Health Centre,Dedza,Functional,9855.053436756134,9125.636781692505,729.4166550636292,7.401447995635853
Mgoza,Health Post,Mzimba,Functional,7654.525537490845,7372.312347412109,282.21319007873535,3.686880247462665
Mhalaunda,Health Centre,Mzimba,Functional,12417.962617874146,12330.765018463135,87.19759941101074,0.7021892567585959
Mhuju Rural Hospital,Hospital,Rumphi,Functional,13007.903143405914,130.9129753112793,12876.990168094635,98.99358894459755
Mianga Clinic,Clinic,Thyolo,Functional,43554.8961353302,0.0,43554.8961353302,100.0
Kwa Gwamba,Clinic,Rumphi,Functional,16858.11806488037,9104.383155822754,7753.734909057617,45.994071694221695
Migowi,Health Centre,Phalombe,Functional,39518.95822811127,6426.532798051834,33092.42543005943,83.73810169550369
Mikolongwe,Health Centre,Thyolo,Functional,49622.569239377975,5909.722413778305,43712.84682559967,88.09065611804589
Mikondo,Health Centre,Dedza,Functional,19833.806089878082,14964.184749126434,4869.621340751648,24.5521274065334
Mikundi,Dispensary,Thyolo,Non-functional,14974.189776062965,732.8313522338867,14241.358423829079,95.10603669919185
Mikundi Health Centre,Health Centre,Mchinji,Functional,19266.566371917725,19266.566371917725,0.0,0.0
Mikuyu,Clinic,Zomba,Functional,30648.134279966354,0.0,30648.134279966354,100.0
Mikuyu Adult Clinic,Dispensary,Zomba,Functional,0.0,0.0,0.0,0.0
Mikuyu Young Clinic,Dispensary,Zomba,Functional,0.0,0.0,0.0,0.0
Milepa,Health Centre,Chiradzulu,Functional,35028.33765923977,23453.902849435806,11574.434809803963,33.04306051403744
Milonde,Health Centre,Mulanje,Functional,39200.98629903793,0.0,39200.98629903793,100.0
Mimosa,Dispensary,Mulanje,Functional,36707.09446358681,2242.8863978385925,34464.208065748215,93.8897740869588
Ming'ongo,Health Centre,Lilongwe,Functional,22249.460199832916,2449.939401626587,19799.52079820633,88.98876925722007
Minimini,Clinic,Mulanje,Non-functional,35085.81256818771,0.0,35085.81256818771,100.0
Bwangu,Health Post,Nsanje,Functional,3519.0432543754578,0.0,3519.0432543754578,100.0
Misanjo,Health Post,Mulanje,Functional,45096.31171667576,0.0,45096.31171667576,100.0
Misomali Health Centre,Health Centre,Chikwawa,Functional,10406.1399634704,246.1424353942275,10159.997528076172,97.63464227601894
Misuku,Health Centre,Chitipa,Functional,9773.722937345505,1369.4323418140411,8404.290595531464,85.98863144993169
Mitengo Health Centre,Health Centre,Thyolo,Functional,38343.78333878517,4047.778840780258,34296.00449800491,89.44345474462901
Mitondo,Health Post,Chikwawa,Non-functional,25133.3864467144,1205.9157989025116,23927.47064781189,95.20193666914251
Mitondo,Dispensary,Zomba,Functional,32406.500680327415,7307.370051383972,25099.130628943443,77.45091294037816
Mitundu,Hospital,Lilongwe,Functional,51647.99704647064,47.025657653808594,51600.97138881683,99.90894969729128
Mjini,Health Centre,Dedza,Functional,20190.20902776718,7853.261176109314,12336.947851657867,61.10361628594887
Mkanda,Health Centre,Mchinji,Functional,25800.973745822906,694.8074131011963,25106.16633272171,97.30704964879985
Mkango,Clinic,Nsanje,Non-functional,13165.812494754791,13165.812494754791,0.0,0.0
Mphatso,Clinic,Lilongwe,Non-functional,173783.26639211178,3362.604299545288,170420.6620925665,98.06505863921434
Mkhota,Health Centre,Kasungu,Functional,11722.468680381775,11706.171467781067,16.297212600708008,0.1390254309485367
Mkhuzi,Health Centre,Ntchisi,Functional,19804.812121868134,15923.856655597687,3880.955466270447,19.59602263525218
Mkhwayi,Health Centre,Phalombe,Functional,23340.378866910934,81.80621767044067,23258.572649240494,99.64950775590702
Chisomo Pvt Clinic,Clinic,Nkhotakota,Functional,31133.326234817505,0.0,31133.326234817505,100.0
Mkoma,Health Centre,Mzimba,Functional,9964.309420585632,9682.096230506897,282.21319007873535,2.832240330631451
Mkoma Kamanga Private Clinic,Clinic,Mangochi,Non-functional,14963.5322843194,0.0,14963.5322843194,100.0
Nkomaula health centre,Health Centre,Mulanje,Functional,22663.09098792076,13479.238444566727,9183.852543354034,40.52338910102312
Mkumba,Clinic,Mangochi,Non-functional,18714.87007498741,3644.936743617058,15069.933331370354,80.52384692486567
L and A,Clinic,Blantyre,Functional,360614.0574758947,0.0,360614.0574758947,100.0
Mkwepere,Health Centre,Machinga,Functional,13031.827270507812,8209.755548477173,4822.07172203064,37.00226853791577
Mkwinda,Health Post,Lilongwe,Functional,37557.059294223785,3371.0057878494263,34186.05350637436,91.02430847569613
Mlale,Hospital,Lilongwe,Functional,52476.613823890686,2989.0962314605713,49487.517592430115,94.30394605587195
Mlambe,Hospital,Blantyre,Functional,42917.139771580696,0.0,42917.139771580696,100.0
Mlanda,Health Centre,Ntcheu,Functional,19942.501840114594,947.0772867202759,18995.424553394318,95.25096051481756
Mlangali,Health Centre,Dedza,Functional,23929.343990802765,6348.473725318909,17580.870265483856,73.4699215834795
Mlangeni,Clinic,Ntcheu,Functional,20885.1279194355,7742.443156719208,13142.684762716293,62.92843794595979
Mlare,Health Centre,Karonga,Functional,11097.788136549294,8505.215051837265,2592.5730847120285,23.361169386300375
Mulembe,Health Centre,Chitipa,Functional,4969.139091491699,4969.139091491699,0.0,0.0
Mlodza Seventhday Clinic,Clinic,Lilongwe,Functional,533337.7015559766,0.0,533337.7015559766,100.0
Mlolera clinic,Clinic,Lilongwe,Non-functional,301029.6939079445,0.0,301029.6939079445,100.0
Mlolo,Health Post,Nsanje,Functional,23707.829172372818,945.154299736023,22762.674872636795,96.01332415184841
Mlomba,Dispensary,Machinga,Functional,29279.207946300507,5770.932859420776,23508.27508687973,80.2899966761227
Mlowe,Health Centre,Rumphi,Functional,7110.3799204826355,4176.611765384674,2933.7681550979614,41.26035722292072
Muluma,Dispensary,Ntcheu,Functional,27729.639320850372,6639.976340293884,21089.662980556488,76.05458814856932
Mndinda,Health Centre,Ntchisi,Functional,8981.80139541626,3833.301399230957,5148.499996185303,57.32146336271441
Ngwangwa,Health Post,Lilongwe,Functional,32145.847641944885,23888.34048128128,8257.507160663605,25.68763235811818
Mnyanja,Health Centre,Kasungu,Functional,20758.036291122437,3680.2472019195557,17077.78908920288,82.27073529352349
Ministry of Health Clinic,Clinic,Lilongwe,Non-functional,288604.51821172424,0.0,288604.51821172424,100.0
Molere,Health Centre,Thyolo,Functional,43534.32773518562,5500.293053865433,38034.03468132019,87.36561849002679
Molipa,Health Post,Machinga,Functional,12146.596423149109,12146.596423149109,0.0,0.0
Mondwe,Health Post,Dowa,Functional,12219.328084468842,3873.9994883537292,8345.328596115112,68.29613329330516
Monekera,Clinic,Blantyre,Functional,244191.10391908884,0.0,244191.10391908884,100.0
Monkey bay Community Hospital,Hospital,Mangochi,Functional,14577.909601926804,0.0,14577.909601926804,100.0
MOTAL-ENGIL 301CLINIC,Dispensary,Mwanza,Non-functional,56652.4064347744,0.0,56652.4064347744,100.0
Mota - Engil Zalewa Clinic,Clinic,Neno,Non-functional,9366.420852661133,4596.0639662742615,4770.356886386871,50.93041367057028
Moyale,Health Centre,Mzimba,Functional,149881.2890116684,0.0,149881.2890116684,100.0
Moyo,Clinic,Blantyre,Functional,46034.65397977829,0.0,46034.65397977829,100.0
Moyo Uwemi,Clinic,Mzimba,Non-functional,22420.64016008377,197.83742904663086,22222.80273103714,99.11761025718236
kwa Gunde,Health Centre,Mulanje,Functional,33837.67132329941,1821.671485900879,32015.99983739853,94.61643956377536
Mpale,Clinic,Chitipa,Functional,5559.817940711975,4602.699681997299,957.1182587146759,17.214920864694896
Mpamantha,Health Centre,Nkhotakota,Functional,8144.030204217881,6342.768589895219,1801.2616143226624,22.117570406231664
Mpamba,Health Centre,Nkhata Bay,Functional,14883.41463136673,1538.234049320221,13345.180582046509,89.66477728787855
Mpasa,Health Centre,Phalombe,Functional,37773.516248703,967.0984869003296,36806.41776180267,97.43974460695452
Mpasadzi,Health Centre,Kasungu,Functional,11415.122424602509,26.04301166534424,11389.079412937164,99.77185516986471
Mpata,Health Centre,Karonga,Functional,9979.793698430061,1434.2792690992355,8545.514429330826,85.62816715013994
Mpemba,Health Post,Chitipa,Functional,3984.0995240211487,791.0315613746643,3193.0679626464844,80.14528611533588
Mpemba,Health Centre,Blantyre,Functional,41186.46004939079,2044.2829241752625,39142.17712521553,95.03651704534995
Mpepa,Clinic,Kasungu,Non-functional,11895.898056983948,14.776563644409181,11881.121493339539,99.87578437900505
Mphate,Clinic,Chikwawa,Non-functional,29079.11760342121,0.0,29079.11760342121,100.0
Mphathi,Health Centre,Dedza,Functional,27631.89512884617,15523.05899822712,12108.836130619049,43.82195312393935
Mphepozinayi,Dispensary,Ntcheu,Functional,23565.01533651352,5636.862591266632,17928.152745246887,76.07952929047143
Mpherembe,Health Centre,Mzimba,Functional,12204.674491405487,12178.37593126297,26.29856014251709,0.21547940636218113
Mphofwa,Health Post,Mzimba,Functional,8571.123443603516,4936.4874057769775,3634.636037826538,42.40559667284929
Mphompha,Health Centre,Rumphi,Functional,5724.7499127388,759.4090752601624,4965.340837478638,86.73463318335857
Mphunzi,Health Centre,Dedza,Functional,22276.246277809143,13401.203470230103,8875.04280757904,39.84083627419788
Mpingo Maternity,Health Centre,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Mpiri,Health Centre,Machinga,Functional,34317.42260551453,14478.783630371094,19838.638975143433,57.809233528964164
Tchetsa,Health Post,Dedza,Non-functional,8171.012387275696,7430.603720664978,740.4086666107178,9.061406732949258
Mpondasi,Clinic,Mangochi,Non-functional,76858.16766279936,5325.913930416107,71532.25373238325,93.07046460724571
Mponela,Hospital,Dowa,Functional,44446.25538396835,0.0,44446.25538396835,100.0
Mposa,Health Centre,Machinga,Functional,12531.486765861511,12486.600807189941,44.885958671569824,0.3581854213328375
Msakambewa,Health Centre,Dowa,Functional,21018.71330165863,18668.08144569397,2350.6318559646606,11.183519286973514
Daeyang,Health Centre,Lilongwe,Functional,22099.23854446411,3589.5436153411865,18509.694929122925,83.75716155052604
Nselema,Clinic,Machinga,Non-functional,36071.08397245407,0.0,36071.08397245407,100.0
Msenjere,Health Centre,Nkhotakota,Functional,14791.554738998413,0.0,14791.554738998413,100.0
Msese,Health Centre,Mzimba,Functional,5756.568440914154,4420.154606342316,1336.4138345718384,23.215459840161536
msithe,Health Post,Mulanje,Functional,45689.18595814705,1007.1969022750854,44681.98905587196,97.79554640523097
Msumbe,Health Centre,Chitipa,Functional,2007.811094687786,1747.2365305884741,260.57456409931183,12.978041848096824
Mtakataka,Health Centre,Dedza,Functional,27650.996918201447,0.0,27650.996918201447,100.0
mtambalika,Health Post,Dowa,Non-functional,18819.01067519188,12822.864663124084,5996.146012067795,31.862174455175808
Mtanga,Health Post,Mchinji,Non-functional,26383.38252067566,4654.036644935608,21729.34587574005,82.35996979807871
Mtemwende,Health Post,Dedza,Non-functional,20590.467640399933,8042.872517108917,12547.595123291016,60.93885453418143
Mtende,Health Centre,Mzimba,Functional,9263.177394390106,8816.236496448517,446.94089794158936,4.8249199914088035
Mtendere Community Hospital,Clinic,Dedza,Functional,31729.386967897415,1504.9275925159454,30224.45937538147,95.256991274245
Mtendere,Clinic,Kasungu,Non-functional,76842.19224834442,40.990089416503906,76801.20215892792,99.94665679333559
Mtengoumodzi,Hospital,Blantyre,Functional,178920.0783854723,0.0,178920.0783854723,100.0
Mtengowanthenga Dream Project,Clinic,Dowa,Non-functional,24648.272489070892,56.4422664642334,24591.83022260666,99.77100924014346
Mtenthela,Health Centre,Lilongwe,Functional,31579.892310380936,25815.86383152008,5764.028478860855,18.25221068586768
Mtengowanthenga,Hospital,Dowa,Functional,24503.15703344345,22.757694244384766,24480.399339199066,99.90712342000126
Mtimabi,Health Centre,Mangochi,Functional,14130.443264961243,0.0,14130.443264961243,100.0
Ntonda,Health Centre,Ntcheu,Functional,14274.6636428833,1963.5674142837524,12311.096228599548,86.24438751477904
Mtosa,Health Centre,Nkhotakota,Functional,19634.158461093903,10054.354681491852,9579.80377960205,48.791517082766376
Mtunthama,Health Centre,Kasungu,Functional,13458.67974281311,0.0,13458.67974281311,100.0
Mtwalo,Health Centre,Mzimba,Functional,9811.118069410324,9657.470519781113,153.64754962921143,1.5660554540492457
Mua Mission hospital,Hospital,Dedza,Functional,24721.341803073883,16358.809762954712,8362.532040119171,33.8271769660956
Muchila,Dispensary,Salima,Functional,73179.23844528198,0.0,73179.23844528198,100.0
Mufelanji Clinic,Dispensary,Neno,Non-functional,11941.505388617516,139.44312191009521,11802.06226670742,98.83228188262586
Banja la mtsogolo,Clinic,Mulanje,Non-functional,45903.23585188389,0.0,45903.23585188389,100.0
Mulanje Hospital,Hospital,Mulanje,Functional,42486.76862704754,0.0,42486.76862704754,100.0
ku Ulongwe,Hospital,Mulanje,Functional,57093.72331869602,0.0,57093.72331869602,100.0
Mulibwanji Community Hospital,Hospital,Mangochi,Functional,16651.209419727325,4110.635985612869,12540.573434114456,75.31328877082741
Mulomba,Health Centre,Mulanje,Functional,35852.827902555466,17167.25349354744,18685.574409008026,52.1174353660292
Muloza,Health Centre,Mulanje,Functional,58528.44627189636,189.53212022781372,58338.91415166855,99.67617093515975
Muluma,Clinic,Ntcheu,Non-functional,11934.690252542496,3625.389195919037,8309.301056623459,69.62309771594863
Mulungu Alinafe Clinic,Dispensary,Mulanje,Functional,17052.40619635582,0.0,17052.40619635582,100.0
Mulungu Alinafe,Dispensary,Phalombe,Functional,17115.71662068367,48.1091046333313,17067.60751605034,99.71891854895989
"Mumbwe,Mzuzu",Clinic,Mzimba,Functional,184581.70148864016,0.0,184581.70148864016,100.0
Mungomo,Clinic,Machinga,Non-functional,36071.08397245407,0.0,36071.08397245407,100.0
"Munthali Ndalakwanji, N, Pra",Clinic,Blantyre,Functional,211084.7837063074,0.0,211084.7837063074,100.0
Joyce Munthali Private Hospital,Hospital,Blantyre,Functional,355975.56022176147,0.0,355975.56022176147,100.0
Muopo Private Clinic,Clinic,Blantyre,Functional,215823.78508496284,0.0,215823.78508496284,100.0
Chifundo,Clinic,Lilongwe,Non-functional,444827.8770006839,0.0,444827.8770006839,100.0
Muyendebwino,Clinic,Mwanza,Non-functional,56783.777030944824,24969.003890514374,31814.77314043045,56.027926995931786
Mvera Army,Health Centre,Dowa,Functional,16546.64213991165,9503.293057441711,7043.34908246994,42.56663692194619
Mvera mission,Health Centre,Dowa,Functional,18347.007732868195,12814.278889656067,5532.728843212128,30.156028295013936
Mwachila private clinic,Clinic,Blantyre,Functional,46453.20217525959,0.0,46453.20217525959,100.0
Mwai Medical Pvt Clinic,Clinic,Blantyre,Functional,260133.32972702384,0.0,260133.32972702384,100.0
Mwai medical clinic,Clinic,Blantyre,Functional,273692.3702213466,0.0,273692.3702213466,100.0
Proff Mbvundula,Clinic,Blantyre,Functional,396100.4883315265,0.0,396100.4883315265,100.0
Mwaiwathu,Hospital,Blantyre,Functional,423396.9390489757,0.0,423396.9390489757,100.0
Mwalanthunzi,Clinic,Thyolo,Non-functional,35952.98381090164,0.0,35952.98381090164,100.0
Yankho,Clinic,Lilongwe,Non-functional,51472.19356060028,261.9667854309082,51210.22677516937,99.49105183340889
Banja Clinic,Clinic,Blantyre,Functional,216541.99859046936,0.0,216541.99859046936,100.0
Mwanawanjovu,Clinic,Chikwawa,Functional,20436.7956905365,1899.9137134552002,18536.8819770813,90.70346573785548
Mwanayaya,Health Post,Chikwawa,Non-functional,17732.561354845762,124.54884245991707,17608.012512385845,99.29762632725428
Mwandama,Health Centre,Zomba,Functional,24622.61539697647,101.92523241043091,24520.69016456604,99.58605034125276
Mwanga,Health Centre,Phalombe,Functional,21694.206354141235,15301.581751823425,6392.62460231781,29.46696688490526
Mwangala,Health Centre,Dowa,Functional,17677.354454040527,0.0,17677.354454040527,100.0
DAPP,Health Post,Chiradzulu,Non-functional,37916.49403619766,2178.5833406448364,35737.910695552826,94.25425953526975
Mwasambo,Health Centre,Nkhotakota,Functional,20972.207313537598,1028.4934883117676,19943.71382522583,95.0959216026447
Mwansambo Private Clinic,Clinic,Nkhotakota,Functional,27819.322588443756,261.75831031799316,27557.564278125763,99.05907733919183
Banja la mtsogolo,Clinic,Mwanza,Functional,45220.37061500549,0.0,45220.37061500549,100.0
Mwanza,Clinic,Chikwawa,Non-functional,44528.93890094757,347.45786237716675,44181.481038570404,99.21970325151904
Mwanza District Hospital,District Hospital,Mwanza,Functional,47617.28385543823,0.0,47617.28385543823,100.0
Mwase,Clinic,Mchinji,Non-functional,10329.079038619995,7703.325312614441,2625.753726005554,25.4209858999817
Chiunda Clinic,Health Post,Mangochi,Functional,9792.791201591492,8177.241050720215,1615.5501508712769,16.497340927770654
Mwatitha,Clinic,Kasungu,Non-functional,18100.812617778778,0.0,18100.812617778778,100.0
Mwaya,Dispensary,Nkhata Bay,Functional,13424.32079076767,8471.74220085144,4952.578589916229,36.89258225505363
mwazisi,Health Centre,Rumphi,Functional,7645.21847512573,7290.7184040769935,354.5000710487366,4.6368860772537515
Mwenyekonde,Dispensary,Lilongwe,Non-functional,536403.3001812343,0.0,536403.3001812343,100.0
Mwima,Health Post,Balaka,Functional,19805.03310728073,13812.111989974976,5992.921117305756,30.25958646392081
Mzalangwe,Health Centre,Mzimba,Functional,9838.455760002136,9838.455760002136,0.0,0.0
Mzama,Health Centre,Ntcheu,Functional,23396.596620559692,1146.7457799911497,22249.850840568542,95.09866414082016
Mission,Hospital,Mzimba,Functional,15115.387178182602,5711.652624130249,9403.734554052353,62.212991590619716
Mzandu,Health Centre,Ntchisi,Functional,15796.537410736084,14385.036799430847,1411.5006113052368,8.935506399939985
Mzenga,Health Centre,Nkhata Bay,Functional,6987.891531229019,4142.694304227829,2845.19722700119,40.716104625922576
Ku Boma,District Hospital,Mzimba,Functional,41698.7191901207,0.0,41698.7191901207,100.0
Prison,Clinic,Mzimba,Non-functional,41342.977006435394,586.3653450012207,40756.61166143417,98.58170507433476
Mzokoto,Health Centre,Rumphi,Functional,14165.702383041382,141.85760021209717,14023.844782829285,98.99858407033933
Central,Central Hospital,Mzimba,Functional,168888.66186871752,33.0753755569458,168855.58649316058,99.98041586972685
Prison,Clinic,Mzimba,Functional,187463.58738126978,9.631061553955078,187453.95631971583,99.99486243611973
Mapale,Health Centre,Mzimba,Functional,191621.66696574911,0.0,191621.66696574911,100.0
Police,Dispensary,Mzimba,Functional,185316.38696208224,0.0,185316.38696208224,100.0
Mzuzu Sobo Clinic,Clinic,Mzimba,Non-functional,167198.57590636238,0.0,167198.57590636238,100.0
Mzuni,Clinic,Mzimba,Functional,168406.90324404463,0.0,168406.90324404463,100.0
Naching'anda,Health Post,Chitipa,Functional,5729.940008163452,0.0,5729.940008163452,100.0
Nachipananga off Nthalire road to the west,Health Post,Chitipa,Functional,5248.563241258264,1684.1334052085876,3564.429836049676,67.9124871361016
Chopi,Health Centre,Zomba,Functional,72643.85195684433,0.0,72643.85195684433,100.0
Nakalanzi H/C,Health Centre,Dedza,Functional,31135.52348470688,3008.874729156494,28126.648755550385,90.33619996582235
Nalunga,Health Centre,Dowa,Functional,19781.42515707016,4569.6188316345215,15211.806325435638,76.89944584199347
Namadidi,Health Centre,Zomba,Functional,28389.23123073578,1187.5437393188477,27201.68749141693,95.81692181212308
Namadzi,Health Centre,Chiradzulu,Functional,29867.85252547264,151.77377033233643,29716.078755140305,99.49184907015696
Njoka,Hospital,Chiradzulu,Non-functional,29312.345995426178,681.5911655426025,28630.754829883575,97.67473007568567
Namakhwa,Clinic,Chiradzulu,Non-functional,155229.5262771845,29.11083221435547,155200.41544497013,99.98124658825385
Namalaka,Clinic,Mangochi,Functional,21305.620579838753,15904.113717645407,5401.506862193346,25.352497205853396
Namalitha,Dispensary,Zomba,Functional,34098.372198820114,1953.8243162631989,32144.547882556915,94.27003639683772
Mission,Health Centre,Machinga,Functional,24695.07069826126,721.9780473709106,23973.09265089035,97.07642850594574
Namanja,Health Centre,Machinga,Functional,13914.335978746414,7261.418130159378,6652.917848587036,47.813405244411946
Namanolo,Health Centre,Balaka,Functional,26603.491871595383,17621.66088628769,8981.830985307693,33.76184986790256
Namasalima,Health Centre,Mulanje,Functional,30626.208230495453,0.0,30626.208230495453,100.0
Namasalima,Health Centre,Zomba,Functional,26593.997782945633,19855.040588140488,6738.957194805145,25.34014347826541
Nambazo,Health Centre,Phalombe,Functional,527.0385003089905,0.0,527.0385003089905,100.0
Nambira health post,Health Post,Balaka,Functional,14881.306897640228,11359.805998325348,3521.5008993148804,23.66392228543647
Nambiti,Health Post,Phalombe,Functional,24853.532324016094,942.1073848605156,23911.42493915558,96.20936222433801
Namboya Felix,Clinic,Blantyre,Functional,357730.42100548744,0.0,357730.42100548744,100.0
Nambuma,Health Centre,Lilongwe,Functional,32216.108942985535,19651.61927461624,12564.489668369293,39.00064309630099
Nandumbo,Health Centre,Balaka,Functional,27796.673889875412,13689.256815433502,14107.41707444191,50.75217679040498
Namikango,Clinic,Zomba,Functional,31535.262731790543,0.0,31535.262731790543,100.0
Namikoko,Health Centre,Blantyre,Functional,14553.784953594208,7407.294283866882,7146.490669727325,49.10400072911909
Namingomba,Dispensary,Thyolo,Functional,29597.724928617477,0.0,29597.724928617477,100.0
Namisu,Dispensary,Ntcheu,Non-functional,5086.13129901886,3112.0330486297607,1974.0982503890991,38.81335605256421
Namitambo,Health Centre,Chiradzulu,Functional,34089.64102244377,0.0,34089.64102244377,100.0
Namizana,Dispensary,Mchinji,Functional,27630.920966148376,10391.413925170898,17239.507040977478,62.39208263126014
Namphungo,Health Centre,Mulanje,Functional,30626.208230495453,0.0,30626.208230495453,100.0
namulenga health centre,Health Centre,Mulanje,Functional,37667.51175928116,21077.517490386963,16589.994268894196,44.04324441421718
Namwera,Hospital,Mangochi,Functional,31681.945398926735,0.0,31681.945398926735,100.0
Namwera Private Clinic,Clinic,Mangochi,Non-functional,34999.89837753773,1061.476411819458,33938.42196571827,96.96720144621708
Namcholi,Dispensary,Mangochi,Functional,18556.40223145485,7999.34471321106,10557.05751824379,56.89172602838164
Nangalamu,Health Centre,Mangochi,Functional,14130.443264961243,0.0,14130.443264961243,100.0
Nankhwali,Health Centre,Mangochi,Functional,23302.62367916107,51.74639582633972,23250.877283334732,99.77793746945063
Nankumba,Health Centre,Mangochi,Functional,10211.415938854218,10211.415938854218,0.0,0.0
Nasawa,Health Centre,Zomba,Functional,37197.45403385162,9334.13343667984,27863.320597171783,74.90652605367751
Naphimba Health Centre,Health Centre,Mulanje,Functional,49740.402854561806,0.0,49740.402854561806,100.0
Naso,Clinic,Nkhotakota,Functional,45289.80271315575,0.0,45289.80271315575,100.0
Nasonia Dispensary,Clinic,Thyolo,Non-functional,28512.690244436264,5024.494091033936,23488.19615340233,82.37804273129093
Nàthenje,Health Centre,Lilongwe,Functional,38501.54789638519,27652.433243751526,10849.114652633667,28.17838566343007
NRC clinic,Clinic,Lilongwe,Functional,87967.39047122002,5317.1688594818115,82650.2216117382,93.95552280112092
Nayinunje,Health Centre,Machinga,Functional,41827.86646294594,16.416927337646484,41811.44953560829,99.96075121987829
Nayuchi,Health Centre,Machinga,Functional,27051.311317443848,24349.602090597153,2701.709226846695,9.987350317855078
Gogo Nazombe,Health Centre,Phalombe,Functional,22526.49548843503,1578.553307056427,20947.942181378603,92.99245944462668
Ndagha Private Clinic,Clinic,Mangochi,Non-functional,82286.53314036131,200.5794620513916,82085.95367830992,99.75624266280698
ndakwera health centre,Health Centre,Chikwawa,Functional,8058.7896617390215,8042.894737575203,15.89492416381836,0.19723711414485987
Ndamera,Health Centre,Nsanje,Functional,23013.257395982742,14859.4326775074,8153.824718475342,35.43098909543634
Ndau Clinic,Dispensary,Zomba,Functional,35378.2560005188,934.4255800247192,34443.83042049408,97.35875736777128
Ndaula,Health Centre,Lilongwe,Functional,23282.484920024872,15532.228124141693,7750.256795883179,33.28792791020908
Ndimoyo,Clinic,Salima,Functional,72693.7675087452,0.0,72693.7675087452,100.0
BLM Ndirande clinic,Clinic,Blantyre,Functional,362556.4963464439,0.0,362556.4963464439,100.0
Ndirande,Health Centre,Blantyre,Functional,365289.04918155074,0.0,365289.04918155074,100.0
Ndunde,Health Centre,Chiradzulu,Functional,38951.839787364006,9101.504316091537,29850.33547127247,76.63395524890183
Neno District Hospital,District Hospital,Neno,Functional,12273.099055051804,0.0,12273.099055051804,100.0
Neno Parish Health Center,Health Centre,Neno,Functional,13398.18899011612,1364.5006370544434,12033.688353061676,89.81578302813135
new State house,Unclassified,Lilongwe,Functional,86194.5678566508,1857.6027278900146,84336.96512876078,97.84487262471183
Newa Health Centre,Health Centre,Kasungu,Non-functional,11399.52829504013,0.0,11399.52829504013,100.0
Newts Medicare Private clinic,Clinic,Nsanje,Non-functional,32821.07537102699,47.19087767601013,32773.88449335098,99.85621775903886
Ng'onga,Health Centre,Rumphi,Functional,13577.442773342133,3336.52779340744,10240.914979934692,75.4259483975999
Ngabu BLM,Clinic,Chikwawa,Non-functional,31835.33882188797,47.35671997070312,31787.982101917267,99.85124480617074
Ngabu,Hospital,Chikwawa,Functional,35038.10098004341,38.709786891937256,34999.391193151474,99.88952087639115
Ngabu Sda Health Centre,Health Centre,Chikwawa,Functional,31949.30695581436,13.747041702270508,31935.55991411209,99.95697233207193
Ngala,Health Centre,Nkhotakota,Functional,8129.408873319626,5174.349938869476,2955.0589344501495,36.350231369817394
